"block_number","trainer_grail - _step","trainer_grail - _step__MIN","trainer_grail - _step__MAX","trainer_grail - training/prefilter/pass@5","trainer_grail - training/prefilter/pass@5__MIN","trainer_grail - training/prefilter/pass@5__MAX"
"6994140","6939","6939","6939","0.6205674955674948","0.6205674955674948","0.6205674955674948"
"6994170","7035","7035","7035","0.5587914846197978","0.5587914846197978","0.5587914846197978"
"6994200","7131","7131","7131","0.619207433066128","0.619207433066128","0.619207433066128"
"6994260","7274","7274","7274","0.6100228701710656","0.6100228701710656","0.6100228701710656"
"6994320","7374","7374","7374","0.5997305390687737","0.5997305390687737","0.5997305390687737"
"6994350","7470","7470","7470","0.616336455006405","0.616336455006405","0.616336455006405"
"6994380","7566","7566","7566","0.6347478978328723","0.6347478978328723","0.6347478978328723"
"6994410","7662","7662","7662","0.6209033937949595","0.6209033937949595","0.6209033937949595"
"6994440","7758","7758","7758","0.6113468828021061","0.6113468828021061","0.6113468828021061"
"6994470","7854","7854","7854","0.5973214285714278","0.5973214285714278","0.5973214285714278"
"6994500","7950","7950","7950","0.6004709576138142","0.6004709576138142","0.6004709576138142"
"6994530","8046","8046","8046","0.639745722006751","0.639745722006751","0.639745722006751"
"6994560","8142","8142","8142","0.6068532162282154","0.6068532162282154","0.6068532162282154"
"6994590","8238","8238","8238","0.6051604794441469","0.6051604794441469","0.6051604794441469"
"6994620","8334","8334","8334","0.6069277944277938","0.6069277944277938","0.6069277944277938"
"6994650","8430","8430","8430","0.5996454230149877","0.5996454230149877","0.5996454230149877"
"6994680","8526","8526","8526","0.5730720790544462","0.5730720790544462","0.5730720790544462"
"6994710","8622","8622","8622","0.6399068802683255","0.6399068802683255","0.6399068802683255"
"6994740","8718","8718","8718","0.6299972367615752","0.6299972367615752","0.6299972367615752"
"6994770","8814","8814","8814","0.6158459772038447","0.6158459772038447","0.6158459772038447"
"6994800","8910","8910","8910","0.6006996475746473","0.6006996475746473","0.6006996475746473"
"6994830","9006","9006","9006","0.6245087499882892","0.6245087499882892","0.6245087499882892"
"6994890","9150","9150","9150","0.5884957917400659","0.5884957917400659","0.5884957917400659"
"6994950","9250","9250","9250","0.580495820541512","0.580495820541512","0.580495820541512"
"6994981","9346","9346","9346","0.6480322388454915","0.6480322388454915","0.6480322388454915"
"6995010","9442","9442","9442","0.6001805606561382","0.6001805606561382","0.6001805606561382"
"6995040","9538","9538","9538","0.6427285455937842","0.6427285455937842","0.6427285455937842"
"6995070","9634","9634","9634","0.6345907738095233","0.6345907738095233","0.6345907738095233"
"6995100","9730","9730","9730","0.5870088348376181","0.5870088348376181","0.5870088348376181"
"6995130","9826","9826","9826","0.629739127201056","0.629739127201056","0.629739127201056"
"6995160","9922","9922","9922","0.5823739190362898","0.5823739190362898","0.5823739190362898"
"6995190","10018","10018","10018","0.6187517334710539","0.6187517334710539","0.6187517334710539"
"6995220","10114","10114","10114","0.6267161765914875","0.6267161765914875","0.6267161765914875"
"6995250","10210","10210","10210","0.5990005365005362","0.5990005365005362","0.5990005365005362"
"6995280","10306","10306","10306","0.6301006403336372","0.6301006403336372","0.6301006403336372"
"6995310","10402","10402","10402","0.6368428071069817","0.6368428071069817","0.6368428071069817"
"6995340","10498","10498","10498","0.6271843757746007","0.6271843757746007","0.6271843757746007"
"6995370","10594","10594","10594","0.6543419966996694","0.6543419966996694","0.6543419966996694"
"6995400","10690","10690","10690","0.6057681112693332","0.6057681112693332","0.6057681112693332"
"6995430","10786","10786","10786","0.6148621529603892","0.6148621529603892","0.6148621529603892"
"6995460","10882","10882","10882","0.6259133907329777","0.6259133907329777","0.6259133907329777"
"6995520","11025","11025","11025","0.6375038842905157","0.6375038842905157","0.6375038842905157"
"6995580","11125","11125","11125","0.6366355532018175","0.6366355532018175","0.6366355532018175"
"6995610","11221","11221","11221","0.6257475632475628","0.6257475632475628","0.6257475632475628"
"6995640","11317","11317","11317","0.6038303043110728","0.6038303043110728","0.6038303043110728"
"6995670","11413","11413","11413","0.6304315202341514","0.6304315202341514","0.6304315202341514"
"6995700","11509","11509","11509","0.6301348277657497","0.6301348277657497","0.6301348277657497"
"6995730","11605","11605","11605","0.5963143326522721","0.5963143326522721","0.5963143326522721"
"6995761","11701","11701","11701","0.6239817222641643","0.6239817222641643","0.6239817222641643"
"6995790","11797","11797","11797","0.5804748653585858","0.5804748653585858","0.5804748653585858"
"6995820","11893","11893","11893","0.6136851494215352","0.6136851494215352","0.6136851494215352"
"6995850","11989","11989","11989","0.6223117518220608","0.6223117518220608","0.6223117518220608"
"6995880","12085","12085","12085","0.6323531406864734","0.6323531406864734","0.6323531406864734"
"6995910","12181","12181","12181","0.6178936097829221","0.6178936097829221","0.6178936097829221"
"6995940","12277","12277","12277","0.6390762015762008","0.6390762015762008","0.6390762015762008"
"6995970","12373","12373","12373","0.6039907825172306","0.6039907825172306","0.6039907825172306"
"6996000","12469","12469","12469","0.6088570426256987","0.6088570426256987","0.6088570426256987"
"6996030","12565","12565","12565","0.6420809186667386","0.6420809186667386","0.6420809186667386"
"6996060","12661","12661","12661","0.6090118321576115","0.6090118321576115","0.6090118321576115"
"6996090","12757","12757","12757","0.5918974497374995","0.5918974497374995","0.5918974497374995"
"6996150","12900","12900","12900","0.6447094572094566","0.6447094572094566","0.6447094572094566"
"6996210","13000","13000","13000","0.6292156322683308","0.6292156322683308","0.6292156322683308"
"6996240","13096","13096","13096","0.6275293832545733","0.6275293832545733","0.6275293832545733"
"6996270","13192","13192","13192","0.6377918238820487","0.6377918238820487","0.6377918238820487"
"6996300","13288","13288","13288","0.6170295753629079","0.6170295753629079","0.6170295753629079"
"6996330","13384","13384","13384","0.599349244505494","0.599349244505494","0.599349244505494"
"6996360","13480","13480","13480","0.6184809135855931","0.6184809135855931","0.6184809135855931"
"6996390","13576","13576","13576","0.6236884974322154","0.6236884974322154","0.6236884974322154"
"6996420","13672","13672","13672","0.6250110401442883","0.6250110401442883","0.6250110401442883"
"6996450","13768","13768","13768","0.6553880834512018","0.6553880834512018","0.6553880834512018"
"6996480","13864","13864","13864","0.6554039763113362","0.6554039763113362","0.6554039763113362"
"6996510","13960","13960","13960","0.6510357458633317","0.6510357458633317","0.6510357458633317"
"6996540","14056","14056","14056","0.6360730994913457","0.6360730994913457","0.6360730994913457"
"6996570","14152","14152","14152","0.6654275707110751","0.6654275707110751","0.6654275707110751"
"6996600","14248","14248","14248","0.6274814081804001","0.6274814081804001","0.6274814081804001"
"6996630","14344","14344","14344","0.629710585044775","0.629710585044775","0.629710585044775"
"6996660","14440","14440","14440","0.6528615576944927","0.6528615576944927","0.6528615576944927"
"6996690","14536","14536","14536","0.573386869540715","0.573386869540715","0.573386869540715"
"6996720","14632","14632","14632","0.6190407680432611","0.6190407680432611","0.6190407680432611"
"6996780","14775","14775","14775","0.6487456743424075","0.6487456743424075","0.6487456743424075"
"6996840","14875","14875","14875","0.5788693434042266","0.5788693434042266","0.5788693434042266"
"6996870","14971","14971","14971","0.605767446838875","0.605767446838875","0.605767446838875"
"6996900","15067","15067","15067","0.607671036312768","0.607671036312768","0.607671036312768"
"6996930","15163","15163","15163","0.6086655315170934","0.6086655315170934","0.6086655315170934"
"6996960","15259","15259","15259","0.5966415830546266","0.5966415830546266","0.5966415830546266"
"6996990","15333","15333","15333","0.5948367912653626","0.5948367912653626","0.5948367912653626"
"6997020","15429","15429","15429","0.6082000107735401","0.6082000107735401","0.6082000107735401"
"6997050","15525","15525","15525","0.6464879134102958","0.6464879134102958","0.6464879134102958"
"6997080","15621","15621","15621","0.5920347696922499","0.5920347696922499","0.5920347696922499"
"6997110","15717","15717","15717","0.5754496571804263","0.5754496571804263","0.5754496571804263"
"6997140","15813","15813","15813","0.6177945318570315","0.6177945318570315","0.6177945318570315"
"6997170","15909","15909","15909","0.6203351719340091","0.6203351719340091","0.6203351719340091"
"6997200","16005","16005","16005","0.600154057735285","0.600154057735285","0.600154057735285"
"6997230","16101","16101","16101","0.6378925381734369","0.6378925381734369","0.6378925381734369"
"6997260","16197","16197","16197","0.6078465300849022","0.6078465300849022","0.6078465300849022"
"6997290","16293","16293","16293","0.6341386453746002","0.6341386453746002","0.6341386453746002"
"6997320","16389","16389","16389","0.5744486559806107","0.5744486559806107","0.5744486559806107"
"6997350","16485","16485","16485","0.6309029699317467","0.6309029699317467","0.6309029699317467"
"6997410","16628","16628","16628","0.6310833263958263","0.6310833263958263","0.6310833263958263"
"6997470","16728","16728","16728","0.6551124920589861","0.6551124920589861","0.6551124920589861"
"6997500","16824","16824","16824","0.609202419547247","0.609202419547247","0.609202419547247"
"6997530","16920","16920","16920","0.6558763563480539","0.6558763563480539","0.6558763563480539"
"6997560","17016","17016","17016","0.6317844815440968","0.6317844815440968","0.6317844815440968"
"6997590","17112","17112","17112","0.6178415485480703","0.6178415485480703","0.6178415485480703"
"6997620","17208","17208","17208","0.6412942838219589","0.6412942838219589","0.6412942838219589"
"6997650","17304","17304","17304","0.6389711589525714","0.6389711589525714","0.6389711589525714"
"6997680","17400","17400","17400","0.6450445843694019","0.6450445843694019","0.6450445843694019"
"6997710","17496","17496","17496","0.6271344570216748","0.6271344570216748","0.6271344570216748"
"6997740","17592","17592","17592","0.6267783402614863","0.6267783402614863","0.6267783402614863"
"6997770","17688","17688","17688","0.62207879063194","0.62207879063194","0.62207879063194"
"6997800","17784","17784","17784","0.6260127728529213","0.6260127728529213","0.6260127728529213"
"6997830","17880","17880","17880","0.6252872281470069","0.6252872281470069","0.6252872281470069"
"6997860","17976","17976","17976","0.650002975363986","0.650002975363986","0.650002975363986"
"6997890","18072","18072","18072","0.6303416018288278","0.6303416018288278","0.6303416018288278"
"6997920","18168","18168","18168","0.6539597620424691","0.6539597620424691","0.6539597620424691"
"6997950","18253","18253","18253","0.6047074644515592","0.6047074644515592","0.6047074644515592"
"6997980","18338","18338","18338","0.6026132817799488","0.6026132817799488","0.6026132817799488"
"6998040","18470","18470","18470","0.6423355779558787","0.6423355779558787","0.6423355779558787"
"6998100","18559","18559","18559","0.6248741716298968","0.6248741716298968","0.6248741716298968"
"6998130","18644","18644","18644","0.6087244621575608","0.6087244621575608","0.6087244621575608"
"6998160","18729","18729","18729","0.6409896650968081","0.6409896650968081","0.6409896650968081"
"6998190","18814","18814","18814","0.5767710087965563","0.5767710087965563","0.5767710087965563"
"6998220","18899","18899","18899","0.669676317272471","0.669676317272471","0.669676317272471"
"6998250","18984","18984","18984","0.6193837191177617","0.6193837191177617","0.6193837191177617"
"6998280","19069","19069","19069","0.6689758083642975","0.6689758083642975","0.6689758083642975"
"6998310","19154","19154","19154","0.6472253415684073","0.6472253415684073","0.6472253415684073"
"6998340","19239","19239","19239","0.6168261336364783","0.6168261336364783","0.6168261336364783"
"6998370","19324","19324","19324","0.615621034738682","0.615621034738682","0.615621034738682"
"6998400","19409","19409","19409","0.6708107713542495","0.6708107713542495","0.6708107713542495"
"6998430","19494","19494","19494","0.6943329106790644","0.6943329106790644","0.6943329106790644"
"6998460","19579","19579","19579","0.6124151092216784","0.6124151092216784","0.6124151092216784"
"6998490","19664","19664","19664","0.6221274163792413","0.6221274163792413","0.6221274163792413"
"6998520","19749","19749","19749","0.6501895991332614","0.6501895991332614","0.6501895991332614"
"6998550","19834","19834","19834","0.5992257120988465","0.5992257120988465","0.5992257120988465"
"6998580","19919","19919","19919","0.6529029948924319","0.6529029948924319","0.6529029948924319"
"6998610","20004","20004","20004","0.6394098051706748","0.6394098051706748","0.6394098051706748"
"6998670","20135","20135","20135","0.6126290072457957","0.6126290072457957","0.6126290072457957"
